,url,source
0,https://www.foxnews.com/health/covid-19-omicron-less-likely-hospital,FOX_2
1,"https://www.foxbusiness.com/economy/omicron-variant-causes-christmas-flight-cancellations-causing-travel-headaches#&_intcmp=hp1bt1,hp1bt",FOX_2
2,https://www.foxnews.com/category/health/infectious-disease/coronavirus,FOX_2
3,/politics/truckers-face-looming-vaccine-mandate-for-cross-border-canada-shipments,FOX_2
4,/politics/white-house-lifting-omicron-covid-travel-ban-southern-african-countries,FOX_2
5,/media/pandemic-fatigue-virus-deaths-normalcy-kurtz-media-buzz,FOX_2
