entity_label,entity_text,Unnamed: 0
DATE,Wednesday,
DATE,2021,
DATE,2021,
DATE,earlier this year,
DATE,November,
DATE,October,
DATE,71-year-old,
DATE,12 years,
DATE,Tuesday,
DATE,the end of 2021,
DATE,12 years,
DATE,later Tuesday,
DATE,2021,
DATE,2021,
DATE,earlier this year,
DATE,November,
DATE,October,
DATE,71-year-old,
DATE,12 years,
DATE,Tuesday,
DATE,the end of 2021,
DATE,12 years,
DATE,later Tuesday,
DATE,2021,
DATE,2021,
DATE,earlier this year,
DATE,November,
DATE,October,
DATE,71-year-old,
DATE,12 years,
DATE,Tuesday,
DATE,the end of 2021,
DATE,12 years,
DATE,later Tuesday,
DATE,2021,
DATE,2021,
DATE,last month,
DATE,April 2020,
DATE,Wednesday,
DATE,2021,
DATE,2021,
DATE,last month,
DATE,April 2020,
DATE,Wednesday,
DATE,2021,
DATE,2021,
DATE,last month,
DATE,April 2020,
DATE,Wednesday,
DATE,2021,
DATE,2021,
DATE,earlier this year,
DATE,November,
DATE,October,
DATE,71-year-old,
DATE,12 years,
DATE,Tuesday,
DATE,the end of 2021,
DATE,12 years,
DATE,later Tuesday,
DATE,2021,
DATE,2021,
DATE,earlier this year,
DATE,November,
DATE,October,
DATE,71-year-old,
DATE,12 years,
DATE,Tuesday,
DATE,the end of 2021,
DATE,12 years,
DATE,later Tuesday,
DATE,2021,
DATE,2021,
DATE,earlier this year,
DATE,November,
DATE,October,
DATE,71-year-old,
DATE,12 years,
DATE,Tuesday,
DATE,the end of 2021,
DATE,12 years,
DATE,later Tuesday,
DATE,2021,
DATE,2021,
DATE,"this Dec. 24, 2020",
DATE,"Wednesday, Oct. 6, 2021",
DATE,23,
DATE,20 years,
DATE,2003,
DATE,23,
DATE,"December 20, 2020",
DATE,2003,
DATE,2021,
DATE,2021,
DATE,"this Dec. 24, 2020",
DATE,"Wednesday, Oct. 6, 2021",
DATE,23,
DATE,20 years,
DATE,2003,
DATE,23,
DATE,"December 20, 2020",
DATE,2003,
DATE,2021,
DATE,2021,
DATE,"this Dec. 24, 2020",
DATE,"Wednesday, Oct. 6, 2021",
DATE,23,
DATE,20 years,
DATE,2003,
DATE,23,
DATE,"December 20, 2020",
DATE,2003,
DATE,2021,
DATE,2021,
DATE,Tuesday,
DATE,Saturday,
DATE,Saturday,
DATE,Monday,
DATE,Saturday,
DATE,December,
DATE,Sunday,
DATE,"April 14, 2017",
DATE,early spring,
DATE,weekly,
DATE,Tuesday,
DATE,Thursday,
DATE,10 days,
DATE,winter,
DATE,the holidays,
DATE,winter,
DATE,Dec. 23,
DATE,Dec. 20,
DATE,"Thursday, December 16 through Friday, January 7, 2022",
DATE,January 7th,
DATE,the spring semester,
DATE,"Jan. 31, 2022",
DATE,Friday,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,Tuesday,
DATE,Saturday,
DATE,Saturday,
DATE,Monday,
DATE,Saturday,
DATE,December,
DATE,Sunday,
DATE,"April 14, 2017",
DATE,early spring,
DATE,weekly,
DATE,Tuesday,
DATE,Thursday,
DATE,10 days,
DATE,winter,
DATE,the holidays,
DATE,winter,
DATE,Dec. 23,
DATE,Dec. 20,
DATE,"Thursday, December 16 through Friday, January 7, 2022",
DATE,January 7th,
DATE,the spring semester,
DATE,"Jan. 31, 2022",
DATE,Friday,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,Tuesday,
DATE,Saturday,
DATE,Saturday,
DATE,Monday,
DATE,Saturday,
DATE,December,
DATE,Sunday,
DATE,"April 14, 2017",
DATE,early spring,
DATE,weekly,
DATE,Tuesday,
DATE,Thursday,
DATE,10 days,
DATE,winter,
DATE,the holidays,
DATE,winter,
DATE,Dec. 23,
DATE,Dec. 20,
DATE,"Thursday, December 16 through Friday, January 7, 2022",
DATE,January 7th,
DATE,the spring semester,
DATE,"Jan. 31, 2022",
DATE,Friday,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,"this Dec. 24, 2020",
DATE,"Wednesday, Oct. 6, 2021",
DATE,23,
DATE,20 years,
DATE,2003,
DATE,23,
DATE,"December 20, 2020",
DATE,2003,
DATE,2021,
DATE,2021,
DATE,"this Dec. 24, 2020",
DATE,"Wednesday, Oct. 6, 2021",
DATE,23,
DATE,20 years,
DATE,2003,
DATE,23,
DATE,"December 20, 2020",
DATE,2003,
DATE,2021,
DATE,2021,
DATE,"this Dec. 24, 2020",
DATE,"Wednesday, Oct. 6, 2021",
DATE,23,
DATE,20 years,
DATE,2003,
DATE,23,
DATE,"December 20, 2020",
DATE,2003,
DATE,2021,
DATE,2021,
DATE,Tuesday,
DATE,Saturday,
DATE,Saturday,
DATE,Monday,
DATE,Saturday,
DATE,December,
DATE,Sunday,
DATE,"April 14, 2017",
DATE,early spring,
DATE,weekly,
DATE,Tuesday,
DATE,Thursday,
DATE,10 days,
DATE,winter,
DATE,the holidays,
DATE,winter,
DATE,Dec. 23,
DATE,Dec. 20,
DATE,"Thursday, December 16 through Friday, January 7, 2022",
DATE,January 7th,
DATE,the spring semester,
DATE,"Jan. 31, 2022",
DATE,Friday,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,Tuesday,
DATE,Saturday,
DATE,Saturday,
DATE,Monday,
DATE,Saturday,
DATE,December,
DATE,Sunday,
DATE,"April 14, 2017",
DATE,early spring,
DATE,weekly,
DATE,Tuesday,
DATE,Thursday,
DATE,10 days,
DATE,winter,
DATE,the holidays,
DATE,winter,
DATE,Dec. 23,
DATE,Dec. 20,
DATE,"Thursday, December 16 through Friday, January 7, 2022",
DATE,January 7th,
DATE,the spring semester,
DATE,"Jan. 31, 2022",
DATE,Friday,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,Tuesday,
DATE,Saturday,
DATE,Saturday,
DATE,Monday,
DATE,Saturday,
DATE,December,
DATE,Sunday,
DATE,"April 14, 2017",
DATE,early spring,
DATE,weekly,
DATE,Tuesday,
DATE,Thursday,
DATE,10 days,
DATE,winter,
DATE,the holidays,
DATE,winter,
DATE,Dec. 23,
DATE,Dec. 20,
DATE,"Thursday, December 16 through Friday, January 7, 2022",
DATE,January 7th,
DATE,the spring semester,
DATE,"Jan. 31, 2022",
DATE,Friday,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,2022 school year,
DATE,Tuesday,
DATE,"Tuesday, December 14, 2021",
DATE,earlier this year,
DATE,7,
DATE,5-7 year-olds,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,2022 school year,
DATE,Tuesday,
DATE,"Tuesday, December 14, 2021",
DATE,earlier this year,
DATE,7,
DATE,5-7 year-olds,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,2022 school year,
DATE,Tuesday,
DATE,"Tuesday, December 14, 2021",
DATE,earlier this year,
DATE,7,
DATE,5-7 year-olds,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,the beginning of this month,
DATE,Tuesday,
DATE,the week,
DATE,Dec. 11,
DATE,the previous week,
DATE,Nov. 26,
DATE,"Tuesday, Dec. 14, 2021",
DATE,mid-2020,
DATE,Tuesday,
DATE,Thursday,
DATE,"Dec. 2, 2021",
DATE,last week,
DATE,Tuesday,
DATE,"Sunday, Dec. 5, 2021",
DATE,the past two months,
DATE,7-day,
DATE,Monday,
DATE,Oct. 24,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,the beginning of this month,
DATE,Tuesday,
DATE,the week,
DATE,Dec. 11,
DATE,the previous week,
DATE,Nov. 26,
DATE,"Tuesday, Dec. 14, 2021",
DATE,mid-2020,
DATE,Tuesday,
DATE,Thursday,
DATE,"Dec. 2, 2021",
DATE,last week,
DATE,Tuesday,
DATE,"Sunday, Dec. 5, 2021",
DATE,the past two months,
DATE,7-day,
DATE,Monday,
DATE,Oct. 24,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,the beginning of this month,
DATE,Tuesday,
DATE,the week,
DATE,Dec. 11,
DATE,the previous week,
DATE,Nov. 26,
DATE,"Tuesday, Dec. 14, 2021",
DATE,mid-2020,
DATE,Tuesday,
DATE,Thursday,
DATE,"Dec. 2, 2021",
DATE,last week,
DATE,Tuesday,
DATE,"Sunday, Dec. 5, 2021",
DATE,the past two months,
DATE,7-day,
DATE,Monday,
DATE,Oct. 24,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,the beginning of this month,
DATE,Tuesday,
DATE,the week,
DATE,Dec. 11,
DATE,the previous week,
DATE,Nov. 26,
DATE,"Tuesday, Dec. 14, 2021",
DATE,mid-2020,
DATE,Tuesday,
DATE,Thursday,
DATE,"Dec. 2, 2021",
DATE,last week,
DATE,Tuesday,
DATE,"Sunday, Dec. 5, 2021",
DATE,the past two months,
DATE,7-day,
DATE,Monday,
DATE,Oct. 24,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,the beginning of this month,
DATE,Tuesday,
DATE,the week,
DATE,Dec. 11,
DATE,the previous week,
DATE,Nov. 26,
DATE,"Tuesday, Dec. 14, 2021",
DATE,mid-2020,
DATE,Tuesday,
DATE,Thursday,
DATE,"Dec. 2, 2021",
DATE,last week,
DATE,Tuesday,
DATE,"Sunday, Dec. 5, 2021",
DATE,the past two months,
DATE,7-day,
DATE,Monday,
DATE,Oct. 24,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,the beginning of this month,
DATE,Tuesday,
DATE,the week,
DATE,Dec. 11,
DATE,the previous week,
DATE,Nov. 26,
DATE,"Tuesday, Dec. 14, 2021",
DATE,mid-2020,
DATE,Tuesday,
DATE,Thursday,
DATE,"Dec. 2, 2021",
DATE,last week,
DATE,Tuesday,
DATE,"Sunday, Dec. 5, 2021",
DATE,the past two months,
DATE,7-day,
DATE,Monday,
DATE,Oct. 24,
DATE,Tuesday,
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Monday,
DATE,fewer than six years,
DATE,August,
DATE,Nov. 2,
DATE,Aug. 25,
DATE,the summer,
DATE,Dec. 2,
DATE,"December 29, 2020",
DATE,2021,
DATE,2021,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,"the last six, seven years",
DATE,Jan. 1,
DATE,Saturday,
DATE,January,
DATE,Christmas,
DATE,2021,
DATE,2021,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,"the last six, seven years",
DATE,Jan. 1,
DATE,Saturday,
DATE,January,
DATE,Christmas,
DATE,2021,
DATE,2021,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,"the last six, seven years",
DATE,Jan. 1,
DATE,Saturday,
DATE,January,
DATE,Christmas,
DATE,2021,
DATE,2021,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,"the last six, seven years",
DATE,Jan. 1,
DATE,Saturday,
DATE,January,
DATE,Christmas,
DATE,2021,
DATE,2021,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,"the last six, seven years",
DATE,Jan. 1,
DATE,Saturday,
DATE,January,
DATE,Christmas,
DATE,2021,
DATE,2021,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,"the last six, seven years",
DATE,Jan. 1,
DATE,Saturday,
DATE,January,
DATE,Christmas,
DATE,2021,
DATE,2021,
DATE,39,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,Jan. 1,
DATE,January 1,
DATE,April 2020,
DATE,Dec. 6,
DATE,2021,
DATE,2021,
DATE,39,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,Jan. 1,
DATE,January 1,
DATE,April 2020,
DATE,Dec. 6,
DATE,2021,
DATE,2021,
DATE,39,
DATE,Nov. 2,
DATE,Jan. 1,
DATE,Jan. 1,
DATE,January 1,
DATE,April 2020,
DATE,Dec. 6,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Thursday,
DATE,the few days,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Thursday,
DATE,the few days,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Thursday,
DATE,the few days,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,52-48,
DATE,Last month,
DATE,36-year-old,
DATE,Wednesday,
DATE,last year,
DATE,Wednesday,
DATE,January 2019,
DATE,one week,
DATE,Wednesday,
DATE,Thursday,
DATE,Wednesday,
DATE,the month of January 2019,
DATE,45-year,
DATE,year,
DATE,Friday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,52-48,
DATE,Last month,
DATE,36-year-old,
DATE,Wednesday,
DATE,last year,
DATE,Wednesday,
DATE,January 2019,
DATE,one week,
DATE,Wednesday,
DATE,Thursday,
DATE,Wednesday,
DATE,the month of January 2019,
DATE,45-year,
DATE,year,
DATE,Friday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,last week,
DATE,2019,
DATE,weeks,
DATE,last Tuesday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,last week,
DATE,2019,
DATE,weeks,
DATE,last Tuesday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,last week,
DATE,2019,
DATE,weeks,
DATE,last Tuesday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,52-48,
DATE,Last month,
DATE,36-year-old,
DATE,Wednesday,
DATE,last year,
DATE,Wednesday,
DATE,January 2019,
DATE,one week,
DATE,Wednesday,
DATE,Thursday,
DATE,Wednesday,
DATE,the month of January 2019,
DATE,45-year,
DATE,year,
DATE,Friday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,52-48,
DATE,Last month,
DATE,36-year-old,
DATE,Wednesday,
DATE,last year,
DATE,Wednesday,
DATE,January 2019,
DATE,one week,
DATE,Wednesday,
DATE,Thursday,
DATE,Wednesday,
DATE,the month of January 2019,
DATE,45-year,
DATE,year,
DATE,Friday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,last week,
DATE,2019,
DATE,weeks,
DATE,last Tuesday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,last week,
DATE,2019,
DATE,weeks,
DATE,last Tuesday,
DATE,2021,
DATE,2021,
DATE,Wednesday,
DATE,last week,
DATE,2019,
DATE,weeks,
DATE,last Tuesday,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,2020,
DATE,Tuesday,
DATE,"Aug. 30, 2021",
DATE,Oct. 15,
DATE,Nov. 15,
DATE,"this Sept. 9, 2021",
DATE,this week,
DATE,up to 39 months,
DATE,"Jan. 10, 2022",
DATE,April 27,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,Jan. 10,
DATE,Tuesday,
DATE,earlier this year,
DATE,"September 10, 2021",
DATE,the end of,
DATE,winter,
DATE,2021,
DATE,2021,
DATE,year,
DATE,Tuesday,
DATE,this year,
DATE,its sixth year,
DATE,this year,
DATE,this year,
DATE,the Year,
DATE,2021,
DATE,this year,
DATE,March,
DATE,November,
DATE,this year,
DATE,years,
DATE,November,
DATE,"March 25, 2021",
DATE,June,
DATE,2021,
DATE,2021,
DATE,year,
DATE,Tuesday,
DATE,this year,
DATE,its sixth year,
DATE,this year,
DATE,this year,
DATE,the Year,
DATE,2021,
DATE,this year,
DATE,March,
DATE,November,
DATE,this year,
DATE,years,
DATE,November,
DATE,"March 25, 2021",
DATE,June,
DATE,2021,
DATE,2021,
DATE,year,
DATE,Tuesday,
DATE,this year,
DATE,its sixth year,
DATE,this year,
DATE,this year,
DATE,the Year,
DATE,2021,
DATE,this year,
DATE,March,
DATE,November,
DATE,this year,
DATE,years,
DATE,November,
DATE,"March 25, 2021",
DATE,June,
DATE,2021,
DATE,2021,
DATE,13-year-old,
DATE,Monday,
DATE,Sept.,
DATE,all students 12 years of age or,
DATE,"Jan. 10, 2022",
DATE,the school year,
DATE,12 years old,
DATE,Monday,
DATE,"Jan. 10, 2022",
DATE,Sept.,
DATE,all students 12 years of age or,
DATE,"Jan. 10, 2022",
DATE,Nov. 22,
DATE,2021,
DATE,2021,
DATE,13-year-old,
DATE,Monday,
DATE,Sept.,
DATE,all students 12 years of age or,
DATE,"Jan. 10, 2022",
DATE,the school year,
DATE,12 years old,
DATE,Monday,
DATE,"Jan. 10, 2022",
DATE,Sept.,
DATE,all students 12 years of age or,
DATE,"Jan. 10, 2022",
DATE,Nov. 22,
DATE,2021,
DATE,2021,
DATE,13-year-old,
DATE,Monday,
DATE,Sept.,
DATE,all students 12 years of age or,
DATE,"Jan. 10, 2022",
DATE,the school year,
DATE,12 years old,
DATE,Monday,
DATE,"Jan. 10, 2022",
DATE,Sept.,
DATE,all students 12 years of age or,
DATE,"Jan. 10, 2022",
DATE,Nov. 22,
DATE,2021,
DATE,2021,
DATE,Dec. 18,
DATE,weekly,
DATE,weekly,
DATE,2021-1 Graduation Ceremony,
DATE,"Friday, Nov. 19, 2021",
DATE,Monday,
DATE,annual,
DATE,"Wednesday, Nov. 10, 2021",
DATE,a few weeks,
DATE,2021,
DATE,2021,
DATE,Dec. 18,
DATE,weekly,
DATE,weekly,
DATE,2021-1 Graduation Ceremony,
DATE,"Friday, Nov. 19, 2021",
DATE,Monday,
DATE,annual,
DATE,"Wednesday, Nov. 10, 2021",
DATE,a few weeks,
DATE,2021,
DATE,2021,
DATE,Dec. 18,
DATE,weekly,
DATE,weekly,
DATE,2021-1 Graduation Ceremony,
DATE,"Friday, Nov. 19, 2021",
DATE,Monday,
DATE,annual,
DATE,"Wednesday, Nov. 10, 2021",
DATE,a few weeks,
DATE,2021,
DATE,2021,
DATE,23,
DATE,23,
DATE,the following month,
DATE,9-MONTH-OLD,
DATE,Aug. 31,
DATE,Oct. 1,
DATE,September,
DATE,up to 20 years,
DATE,Dec. 3,
DATE,2021,
DATE,2021,
DATE,23,
DATE,23,
DATE,the following month,
DATE,9-MONTH-OLD,
DATE,Aug. 31,
DATE,Oct. 1,
DATE,September,
DATE,up to 20 years,
DATE,Dec. 3,
DATE,2021,
DATE,2021,
DATE,23,
DATE,23,
DATE,the following month,
DATE,9-MONTH-OLD,
DATE,Aug. 31,
DATE,Oct. 1,
DATE,September,
DATE,up to 20 years,
DATE,Dec. 3,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Nov. 28,
DATE,the past week,
DATE,"May 8, 2013",
DATE,Saturday,
DATE,"Dec. 4, 2021",
DATE,Nov. 28,
DATE,this weekend,
DATE,the past week,
DATE,Saturday,
DATE,Sunday,
DATE,"Monday, March 23, 2020",
DATE,Sunday,
DATE,last year,
DATE,March 2020,
DATE,last June,
DATE,at least two weeks,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Nov. 28,
DATE,the past week,
DATE,"May 8, 2013",
DATE,Saturday,
DATE,"Dec. 4, 2021",
DATE,Nov. 28,
DATE,this weekend,
DATE,the past week,
DATE,Saturday,
DATE,Sunday,
DATE,"Monday, March 23, 2020",
DATE,Sunday,
DATE,last year,
DATE,March 2020,
DATE,last June,
DATE,at least two weeks,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Nov. 28,
DATE,the past week,
DATE,"May 8, 2013",
DATE,Saturday,
DATE,"Dec. 4, 2021",
DATE,Nov. 28,
DATE,this weekend,
DATE,the past week,
DATE,Saturday,
DATE,Sunday,
DATE,"Monday, March 23, 2020",
DATE,Sunday,
DATE,last year,
DATE,March 2020,
DATE,last June,
DATE,at least two weeks,
DATE,2021,
DATE,2021,
DATE,23,
DATE,23,
DATE,the following month,
DATE,9-MONTH-OLD,
DATE,Aug. 31,
DATE,Oct. 1,
DATE,September,
DATE,up to 20 years,
DATE,Dec. 3,
DATE,2021,
DATE,2021,
DATE,23,
DATE,23,
DATE,the following month,
DATE,9-MONTH-OLD,
DATE,Aug. 31,
DATE,Oct. 1,
DATE,September,
DATE,up to 20 years,
DATE,Dec. 3,
DATE,2021,
DATE,2021,
DATE,23,
DATE,23,
DATE,the following month,
DATE,9-MONTH-OLD,
DATE,Aug. 31,
DATE,Oct. 1,
DATE,September,
DATE,up to 20 years,
DATE,Dec. 3,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Nov. 28,
DATE,the past week,
DATE,"May 8, 2013",
DATE,Saturday,
DATE,"Dec. 4, 2021",
DATE,Nov. 28,
DATE,this weekend,
DATE,the past week,
DATE,Saturday,
DATE,Sunday,
DATE,"Monday, March 23, 2020",
DATE,Sunday,
DATE,last year,
DATE,March 2020,
DATE,last June,
DATE,at least two weeks,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Nov. 28,
DATE,the past week,
DATE,"May 8, 2013",
DATE,Saturday,
DATE,"Dec. 4, 2021",
DATE,Nov. 28,
DATE,this weekend,
DATE,the past week,
DATE,Saturday,
DATE,Sunday,
DATE,"Monday, March 23, 2020",
DATE,Sunday,
DATE,last year,
DATE,March 2020,
DATE,last June,
DATE,at least two weeks,
DATE,2021,
DATE,2021,
DATE,Sunday,
DATE,Nov. 28,
DATE,the past week,
DATE,"May 8, 2013",
DATE,Saturday,
DATE,"Dec. 4, 2021",
DATE,Nov. 28,
DATE,this weekend,
DATE,the past week,
DATE,Saturday,
DATE,Sunday,
DATE,"Monday, March 23, 2020",
DATE,Sunday,
DATE,last year,
DATE,March 2020,
DATE,last June,
DATE,at least two weeks,
DATE,2021,
DATE,2021,
DATE,earlier this week,
DATE,nearly two years,
DATE,180 days,
DATE,180 days,
DATE,"Monday, Dec. 21, 2020",
DATE,August,
DATE,November,
DATE,November,
DATE,2021,
DATE,2021,
DATE,earlier this week,
DATE,nearly two years,
DATE,180 days,
DATE,180 days,
DATE,"Monday, Dec. 21, 2020",
DATE,August,
DATE,November,
DATE,November,
DATE,2021,
DATE,2021,
DATE,earlier this week,
DATE,nearly two years,
DATE,180 days,
DATE,180 days,
DATE,"Monday, Dec. 21, 2020",
DATE,August,
DATE,November,
DATE,November,
DATE,2021,
DATE,2021,
DATE,earlier this week,
DATE,nearly two years,
DATE,180 days,
DATE,180 days,
DATE,"Monday, Dec. 21, 2020",
DATE,August,
DATE,November,
DATE,November,
DATE,2021,
DATE,2021,
DATE,earlier this week,
DATE,nearly two years,
DATE,180 days,
DATE,180 days,
DATE,"Monday, Dec. 21, 2020",
DATE,August,
DATE,November,
DATE,November,
DATE,2021,
DATE,2021,
DATE,earlier this week,
DATE,nearly two years,
DATE,180 days,
DATE,180 days,
DATE,"Monday, Dec. 21, 2020",
DATE,August,
DATE,November,
DATE,November,
DATE,2021,
DATE,2021,
DATE,Thursday,
DATE,later this month,
DATE,Thursday,
DATE,the first day,
DATE,"Thursday Dec. 2, 2021",
DATE,November,
DATE,January,
DATE,MONDAY,
DATE,Late Thursday,
DATE,Dec. 13,
DATE,Monday,
DATE,2021,
DATE,2021,
DATE,Thursday,
DATE,later this month,
DATE,Thursday,
DATE,the first day,
DATE,"Thursday Dec. 2, 2021",
DATE,November,
DATE,January,
DATE,MONDAY,
DATE,Late Thursday,
