,entity_label,entity_text,Unnamed: 0,count,proportion
147389,ORG,Immigration And Customs Enforcement (Ice,,6,3.2084074134552554e-06
115822,ORG,Supreme Court To Hear,,6,3.2084074134552554e-06
115902,ORG,Nomi Health,,6,3.2084074134552554e-06
119808,ORG,Supreme Court Carson V. Makin,,6,3.2084074134552554e-06
147395,ORG,Governor Executive Order,,6,3.2084074134552554e-06
116350,ORG,Guatemalan,,6,3.2084074134552554e-06
147622,ORG,Migrants,,6,3.2084074134552554e-06
147623,ORG,Says,,6,3.2084074134552554e-06
116517,ORG,Republican Running For Ny Governor,,6,3.2084074134552554e-06
119725,ORG,Attack,,6,3.2084074134552554e-06
119724,ORG,White House Stands By Push To End Cash Bail,,6,3.2084074134552554e-06
119718,ORG,News Corp,,6,3.2084074134552554e-06
119425,ORG,Austin Code Department,,6,3.2084074134552554e-06
119424,ORG,Austin Fire Marshal,,6,3.2084074134552554e-06
119423,ORG,Critical Race Theory,,6,3.2084074134552554e-06
116856,ORG,Madigan Army Medical Center,,6,3.2084074134552554e-06
147624,ORG,Hiring Private Security,,6,3.2084074134552554e-06
119416,ORG,Republican Council,,6,3.2084074134552554e-06
154084,ORG,D-S.C.,,6,3.2084074134552554e-06
115819,ORG,Hanson Trucking,,6,3.2084074134552554e-06
147083,ORG,Immigrants,,6,3.2084074134552554e-06
146946,ORG,Tsa Precheck,,6,3.2084074134552554e-06
146456,ORG,Institute For National And Global Health Law,,6,3.2084074134552554e-06
146083,ORG,Students Ask Supreme Court To Block Indiana College,,6,3.2084074134552554e-06
146084,ORG,Sheriff Office,,6,3.2084074134552554e-06
146086,ORG,Department Of Human Resources Mawuli Tugbenyoh,,6,3.2084074134552554e-06
146184,ORG,Pulaski County Circuit,,6,3.2084074134552554e-06
146196,ORG,Fire Three Workers For Coming To Work Without Being Vacccinated,,6,3.2084074134552554e-06
146197,ORG,Marion School District,,6,3.2084074134552554e-06
146277,ORG,Center For Disease Control And Prevention,,6,3.2084074134552554e-06
89638,ORG,Pfizer Covid,,6,3.2084074134552554e-06
120069,ORG,Non-Citizens,,6,3.2084074134552554e-06
120017,ORG,Colorado Public Radio,,6,3.2084074134552554e-06
120066,ORG,Non-Citizens To Vote,,6,3.2084074134552554e-06
120065,ORG,City Council Approves Measure,,6,3.2084074134552554e-06
120024,ORG,Colorado Matters,,6,3.2084074134552554e-06
146505,ORG,Quinnipiac University Polling Analyst,,6,3.2084074134552554e-06
146543,ORG,Department Of Public Health,,6,3.2084074134552554e-06
146545,ORG,Cdph,,6,3.2084074134552554e-06
120021,ORG,A King Sooper,,6,3.2084074134552554e-06
146546,ORG,State Public Health,,6,3.2084074134552554e-06
119303,ORG,Authority,,6,3.2084074134552554e-06
157096,ORG,D-Hawaii,,6,3.2084074134552554e-06
11281,ORG,Meyer,,6,3.2084074134552554e-06
118798,ORG,Karatepe,,6,3.2084074134552554e-06
118240,ORG,Soekarno-Hatta International Airport,,6,3.2084074134552554e-06
118320,ORG,D.C. Department Of Health,,6,3.2084074134552554e-06
118322,ORG,D.C. Health Department Public Affairs,,6,3.2084074134552554e-06
183264,ORG,D-Kansas City,,6,3.2084074134552554e-06
11178,ORG,USC,,6,3.2084074134552554e-06
190037,ORG,D-Conn.,,6,3.2084074134552554e-06
11058,ORG,Breakthroughs,,6,3.2084074134552554e-06
118797,ORG,National Health Organisation (Eody,,6,3.2084074134552554e-06
118803,ORG,Hillbrow Clinic,,6,3.2084074134552554e-06
118165,ORG,Charlotte Area Transit Systems,,6,3.2084074134552554e-06
118806,ORG,Red Alert,,6,3.2084074134552554e-06
118807,ORG,Cancels Graduation Ceremony,,6,3.2084074134552554e-06
118809,ORG,Bain Capital Life Sciences,,6,3.2084074134552554e-06
197673,ORG,Stop The Republican Recall,,6,3.2084074134552554e-06
118812,ORG,University Of Hong Kong,,6,3.2084074134552554e-06
118877,ORG,Commerce Committee,,6,3.2084074134552554e-06
118879,ORG,Texas Amarillo Division,,6,3.2084074134552554e-06
118888,ORG,Social Security,,6,3.2084074134552554e-06
118235,ORG,Olivier Douliery/Pool,,6,3.2084074134552554e-06
118163,ORG,Charlemagne Tha,,6,3.2084074134552554e-06
160025,ORG,David Johnson,,6,3.2084074134552554e-06
180227,ORG,R-Mont.,,6,3.2084074134552554e-06
117408,ORG,Ariz,,6,3.2084074134552554e-06
117471,ORG,Outbreak,,6,3.2084074134552554e-06
163285,ORG,Dusty Johnson,,6,3.2084074134552554e-06
178914,ORG,D-Mich.,,6,3.2084074134552554e-06
117575,ORG,Nyc Police Union Outraged After Murderer Of First,,6,3.2084074134552554e-06
117576,ORG,Democrat & Chronicle,,6,3.2084074134552554e-06
117577,ORG,Dutchess County Executive,,6,3.2084074134552554e-06
117578,ORG,Democratic Suffolk County,,6,3.2084074134552554e-06
117580,ORG,Nassau County Executive,,6,3.2084074134552554e-06
118158,ORG,Response Team,,6,3.2084074134552554e-06
117582,ORG,Westchester,,6,3.2084074134552554e-06
117583,ORG,Westchester County Executive,,6,3.2084074134552554e-06
117584,ORG,Yonkers Times,,6,3.2084074134552554e-06
117654,ORG,Courthouse News,,6,3.2084074134552554e-06
180296,ORG,D-Mont.,,6,3.2084074134552554e-06
119299,ORG,U. S. Supreme Court,,6,3.2084074134552554e-06
11184,ORG,JSU,,6,3.2084074134552554e-06
118153,ORG,Firstcall Medical,,6,3.2084074134552554e-06
146082,ORG,Georgios Vogiatzis,,6,3.2084074134552554e-06
11779,ORG,Pennsylvania State University,,6,3.2084074134552554e-06
123408,ORG,Gotham/Gc Images,,6,3.2084074134552554e-06
11783,ORG,Prince George County Public Schools,,6,3.2084074134552554e-06
122040,ORG,Colorado Department Of Public Health,,6,3.2084074134552554e-06
12644,ORG,National Institute Of Health,,6,3.2084074134552554e-06
12570,ORG,Rialto Post-Acute Care Center,,6,3.2084074134552554e-06
12567,ORG,Rialto City Fire Department,,6,3.2084074134552554e-06
12566,ORG,Fire/Ems,,6,3.2084074134552554e-06
12565,ORG,Upper Manhattan,,6,3.2084074134552554e-06
12564,ORG,San Bernardino County Fire Chief Association,,6,3.2084074134552554e-06
121939,ORG,Brown University,,6,3.2084074134552554e-06
12557,ORG,Rescue,,6,3.2084074134552554e-06
121938,ORG,Public Health And Medical Professionals For Transparency (Phmpt,,6,3.2084074134552554e-06
12553,ORG,Rialto Post Acute Care Center,,6,3.2084074134552554e-06
121735,ORG,Office Of The Oklahoma,,6,3.2084074134552554e-06
12552,ORG,A Rialto Police Department,,6,3.2084074134552554e-06
10650,ORG,Illinois State University,,6,3.2084074134552554e-06
86439,ORG,Mariner Books,,6,3.2084074134552554e-06
86443,ORG,Houghton Mifflin Harcourt,,6,3.2084074134552554e-06
10653,ORG,Emerson,,6,3.2084074134552554e-06
12315,ORG,Medicare & Medicaid Services,,6,3.2084074134552554e-06
12311,ORG,Media And Public Relations,,6,3.2084074134552554e-06
12844,ORG,Mail Fraud And,,6,3.2084074134552554e-06
122046,ORG,Colorado Department Of Public Health And Environment,,6,3.2084074134552554e-06
12848,ORG,Courtesy Maryland Department Of Public Safety And Correctional Services,,6,3.2084074134552554e-06
12943,ORG,Cornell Dining,,6,3.2084074134552554e-06
13267,ORG,Western Cape Metro Ems,,6,3.2084074134552554e-06
12952,ORG,Calhoun,,6,3.2084074134552554e-06
123257,ORG,Sdusd,,6,3.2084074134552554e-06
12951,ORG,Dolan,,6,3.2084074134552554e-06
12950,ORG,Continuous Housing,,6,3.2084074134552554e-06
12949,ORG,Dean Jill Dolan,,6,3.2084074134552554e-06
12948,ORG,Princeton University,,6,3.2084074134552554e-06
12944,ORG,Princeton University Campus,,6,3.2084074134552554e-06
12941,ORG,Cornell University,,6,3.2084074134552554e-06
122385,ORG,Breitbart News,,6,3.2084074134552554e-06
85932,ORG,Time Magazine,,6,3.2084074134552554e-06
122395,ORG,Inset Of,,6,3.2084074134552554e-06
12857,ORG,U.S. Inspection Service,,6,3.2084074134552554e-06
12853,ORG,Mercedes-Benz Stadium,,6,3.2084074134552554e-06
122393,ORG,Notable Republican Hill Staffer,,6,3.2084074134552554e-06
12852,ORG,Tampa Bay Buccaneers,,6,3.2084074134552554e-06
122390,ORG,Digital Strategist,,6,3.2084074134552554e-06
122387,ORG,Poor People Campaign,,6,3.2084074134552554e-06
12306,ORG,5Th Circuit Of Appeals,,6,3.2084074134552554e-06
145122,ORG,Centers For Disease And Prevention,,6,3.2084074134552554e-06
86581,ORG,Oxford,,6,3.2084074134552554e-06
87200,ORG,Atlantic Magazine,,6,3.2084074134552554e-06
87015,ORG,Vivek,,6,3.2084074134552554e-06
87020,ORG,Cdc Acip,,6,3.2084074134552554e-06
87190,ORG,Party,,6,3.2084074134552554e-06
87191,ORG,Handmaid Tale,,6,3.2084074134552554e-06
87192,ORG,On Florida Antibody Treatment,,6,3.2084074134552554e-06
87194,ORG,Enter Nationwide Lockdown After,,6,3.2084074134552554e-06
87197,ORG,Dumbo,,6,3.2084074134552554e-06
87198,ORG,Mount Sinai Hospital,,6,3.2084074134552554e-06
87202,ORG,Houston Methodist,,6,3.2084074134552554e-06
11786,ORG,Oswego City School District,,6,3.2084074134552554e-06
120279,ORG,Han Yi,,6,3.2084074134552554e-06
120271,ORG,Cut Services,,6,3.2084074134552554e-06
120215,ORG,Phoenix International Airport,,6,3.2084074134552554e-06
120214,ORG,Buddy,,6,3.2084074134552554e-06
87388,ORG,U.S Air Force,,6,3.2084074134552554e-06
87390,ORG,Newman,,6,3.2084074134552554e-06
11785,ORG,Evanston Township High School,,6,3.2084074134552554e-06
11784,ORG,Clayton County Public Schools,,6,3.2084074134552554e-06
120355,ORG,Acting State Health,,6,3.2084074134552554e-06
120356,ORG,Alison Beam,,6,3.2084074134552554e-06
145224,ORG,U.S. House Minority Whip,,6,3.2084074134552554e-06
120720,ORG,Department Of Homeland Security Cybersecurity And,,6,3.2084074134552554e-06
121173,ORG,Bloomington Public Health,,6,3.2084074134552554e-06
145228,ORG,Select Committee On,,6,3.2084074134552554e-06
145574,ORG,Ford Community & Performing Arts Center,,6,3.2084074134552554e-06
86634,ORG,New England Journal Of Medicine,,6,3.2084074134552554e-06
86637,ORG,Kroger,,6,3.2084074134552554e-06
145909,ORG,Infections,,6,3.2084074134552554e-06
145924,ORG,High Level Pledging Event For,,6,3.2084074134552554e-06
120721,ORG,Infrastructure Security Agency,,6,3.2084074134552554e-06
120679,ORG,Child Mind Institute,,6,3.2084074134552554e-06
11787,ORG,University Park Elementary School,,6,3.2084074134552554e-06
11861,ORG,Dc Area School District Shifts To Remote Learning Through Mid,,6,3.2084074134552554e-06
120372,ORG,Corman,,6,3.2084074134552554e-06
120371,ORG,Wgal,,6,3.2084074134552554e-06
11792,ORG,National Football League,,6,3.2084074134552554e-06
120364,ORG,Mastriano,,6,3.2084074134552554e-06
120363,ORG,R-State College,,6,3.2084074134552554e-06
120360,ORG,Disease Control And Prevention Act,,6,3.2084074134552554e-06
120359,ORG,Commonwealth Court,,6,3.2084074134552554e-06
141103,ORG,Amanda Nageleisen,,6,3.2084074134552554e-06
70215,ORG,Sutton,,6,3.2084074134552554e-06
142562,ORG,Columbia Public School,,6,3.2084074134552554e-06
135899,ORG,National Association Of Evangelicals,,6,3.2084074134552554e-06
139042,ORG,Mikeloud,,6,3.2084074134552554e-06
139041,ORG,Fairshot,,6,3.2084074134552554e-06
25562,ORG,Renata,,6,3.2084074134552554e-06
139040,ORG,Muriel Bowser For Violating Her,,6,3.2084074134552554e-06
139039,ORG,Critics Slam Dc,,6,3.2084074134552554e-06
25484,ORG,New York State Department Of Health,,6,3.2084074134552554e-06
138916,ORG,Occupational Safety And Health Act,,6,3.2084074134552554e-06
25223,ORG,Cleveland Clinic And University Hospitals,,6,3.2084074134552554e-06
25175,ORG,Central York School District,,6,3.2084074134552554e-06
138358,ORG,Washington Constitution,,6,3.2084074134552554e-06
138356,ORG,State Patrol,,6,3.2084074134552554e-06
138209,ORG,Alamogordo Daily News,,6,3.2084074134552554e-06
25173,ORG,Food Supply Issues Force Alabama Schools To Ask Parents To,,6,3.2084074134552554e-06
138208,ORG,Holloman Air Force Base Visitors Center,,6,3.2084074134552554e-06
138207,ORG,New Mexico Freedoms Alliance,,6,3.2084074134552554e-06
138038,ORG,Equal Protection Clause,,6,3.2084074134552554e-06
25172,ORG,Springs Elementary School,,6,3.2084074134552554e-06
24803,ORG,Kiro,,6,3.2084074134552554e-06
24801,ORG,Ballard Commons Park,,6,3.2084074134552554e-06
65032,ORG,Clippers,,6,3.2084074134552554e-06
25632,ORG,Laramie High School Grace Smith,,6,3.2084074134552554e-06
65030,ORG,Claxton,,6,3.2084074134552554e-06
140155,ORG,Los Angles Times,,6,3.2084074134552554e-06
26466,ORG,Department Of Transportation,,6,3.2084074134552554e-06
26465,ORG,Capitol Building,,6,3.2084074134552554e-06
26418,ORG,Hebrew Home At Riverdale,,6,3.2084074134552554e-06
141478,ORG,Education Miguel Cardona,,6,3.2084074134552554e-06
141479,ORG,Missouri Ag,,6,3.2084074134552554e-06
26040,ORG,Reynolds,,6,3.2084074134552554e-06
140411,ORG,Harmeet Dhillion,,6,3.2084074134552554e-06
26038,ORG,Lincoln,,6,3.2084074134552554e-06
25680,ORG,Minocqua Brewing Company Super Pac,,6,3.2084074134552554e-06
25633,ORG,Laramie High School,,6,3.2084074134552554e-06
140154,ORG,Los Angeles Board Of Education,,6,3.2084074134552554e-06
140102,ORG,Los Angeles Public School Board,,6,3.2084074134552554e-06
139800,ORG,Liberty &,,6,3.2084074134552554e-06
139262,ORG,Brookland Middle School,,6,3.2084074134552554e-06
25678,ORG,Chris Hayes Hit For Spreading ‘Misinformation,,6,3.2084074134552554e-06
25675,ORG,Milwaukee Journal Sentinel,,6,3.2084074134552554e-06
25635,ORG,Virginia Student Takes On School Board,,6,3.2084074134552554e-06
139109,ORG,Eviction Moratorium,,6,3.2084074134552554e-06
24799,ORG,North Ballard/,,6,3.2084074134552554e-06
137799,ORG,Afghanistan Exit,,6,3.2084074134552554e-06
24798,ORG,King County Prosecutor Shots Fired Project,,6,3.2084074134552554e-06
135978,ORG,Indigenous,,6,3.2084074134552554e-06
24185,ORG,Washington State Patrol,,6,3.2084074134552554e-06
135991,ORG,Insidesources.Com,,6,3.2084074134552554e-06
135989,ORG,Public Health Council Of Upper Valley,,6,3.2084074134552554e-06
65694,ORG,Applebee,,6,3.2084074134552554e-06
65698,ORG,Rose,,6,3.2084074134552554e-06
135988,ORG,Valley News,,6,3.2084074134552554e-06
135982,ORG,Medical Care,,6,3.2084074134552554e-06
24178,ORG,National Police Association,,6,3.2084074134552554e-06
135977,ORG,Opens Up,,6,3.2084074134552554e-06
24271,ORG,New Haven Register,,6,3.2084074134552554e-06
24177,ORG,Pluto Organic Café,,6,3.2084074134552554e-06
135974,ORG,Ethics And Public Policy Center,,6,3.2084074134552554e-06
23979,ORG,Mayoral Racial Justice Commission,,6,3.2084074134552554e-06
65923,ORG,Helsinki,,6,3.2084074134552554e-06
135973,ORG,Boyden Gray And Associates,,6,3.2084074134552554e-06
135972,ORG,Health And Human Services Department Office Of Civil Rights (Ocr,,6,3.2084074134552554e-06
135971,ORG,Massachusetts State Police Association,,6,3.2084074134552554e-06
130617,ORG,Federal Officers Union:,,6,3.2084074134552554e-06
135992,ORG,Bureau Of Infectious Disease Control,,6,3.2084074134552554e-06
135993,ORG,State Department Of Health And Human Services,,6,3.2084074134552554e-06
137676,ORG,Quinnipiac University Poll,,6,3.2084074134552554e-06
137209,ORG,Alabama Medical Association,,6,3.2084074134552554e-06
137675,ORG,Monmouth University Poll,,6,3.2084074134552554e-06
137673,ORG,Monmouth University Polling Institute,,6,3.2084074134552554e-06
137672,ORG,Monmouth University,,6,3.2084074134552554e-06
137666,ORG,"Afghanistan Exit,",,6,3.2084074134552554e-06
137362,ORG,Citibanamex,,6,3.2084074134552554e-06
137359,ORG,Republican Attorneys General Association,,6,3.2084074134552554e-06
137284,ORG,Texas As,,6,3.2084074134552554e-06
141481,ORG,OCR,,6,3.2084074134552554e-06
137198,ORG,MAB,,6,3.2084074134552554e-06
65566,ORG,Vance Air Force Base,,6,3.2084074134552554e-06
24725,ORG,Indianapolis Colts,,6,3.2084074134552554e-06
136729,ORG,Reopen California Schools,,6,3.2084074134552554e-06
141592,ORG,Advisory Committee On Immunization Practices,,6,3.2084074134552554e-06
24525,ORG,Fda Panel Endorses Johnson & Johnson,,6,3.2084074134552554e-06
141735,ORG,Leon County Circuit,,6,3.2084074134552554e-06
136412,ORG,Circuit Court,,6,3.2084074134552554e-06
136407,ORG,Nyc Department Of Education,,6,3.2084074134552554e-06
24273,ORG,Register,,6,3.2084074134552554e-06
140774,ORG,Videos,,6,3.2084074134552554e-06
140776,ORG,Tiny,,6,3.2084074134552554e-06
140777,ORG,Ca School Board Faces Intense,,6,3.2084074134552554e-06
29280,ORG,Kowing,,6,3.2084074134552554e-06
29168,ORG,Komo News,,6,3.2084074134552554e-06
29268,ORG,Jefferson County Circuit Court,,6,3.2084074134552554e-06
29269,ORG,Oregon Fraternal Order Of Police,,6,3.2084074134552554e-06
29270,ORG,Kingsley Field Air,,6,3.2084074134552554e-06
29272,ORG,Koin-Tv,,6,3.2084074134552554e-06
28297,ORG,Entry Test Verification Survey,,6,3.2084074134552554e-06
141254,ORG,Endpoint News,,6,3.2084074134552554e-06
29277,ORG,Oregon Supreme Court,,6,3.2084074134552554e-06
29282,ORG,Koin,,6,3.2084074134552554e-06
29163,ORG,Ktth,,6,3.2084074134552554e-06
141258,ORG,Washington Free Beacon,,6,3.2084074134552554e-06
29430,ORG,Small Business Administration,,6,3.2084074134552554e-06
141259,ORG,Grand Isle,,6,3.2084074134552554e-06
141263,ORG,Criswell,,6,3.2084074134552554e-06
141476,ORG,U.S. Department Of Education,,6,3.2084074134552554e-06
141477,ORG,Office Of Civil Rights (Ocr,,6,3.2084074134552554e-06
28062,ORG,Shows,,6,3.2084074134552554e-06
28061,ORG,Humble,,6,3.2084074134552554e-06
28298,ORG,Office Of Academic Affairs,,6,3.2084074134552554e-06
28300,ORG,Lsu Media Relations,,6,3.2084074134552554e-06
27383,ORG,New York State Supreme Court,,6,3.2084074134552554e-06
28388,ORG,Ottawa Hospital,,6,3.2084074134552554e-06
28696,ORG,Jehue Middle School,,6,3.2084074134552554e-06
28697,ORG,Rialto Unified School District,,6,3.2084074134552554e-06
28700,ORG,Orange County Register,,6,3.2084074134552554e-06
141100,ORG,Nats Vp,,6,3.2084074134552554e-06
28801,ORG,Teachers For Choice,,6,3.2084074134552554e-06
28394,ORG,Postmedia News,,6,3.2084074134552554e-06
28393,ORG,Furious,,6,3.2084074134552554e-06
141099,ORG,Cincinnati Enquirer,,6,3.2084074134552554e-06
141098,ORG,University Of Cincinnati Medical Center,,6,3.2084074134552554e-06
29089,ORG,Promise Land Funeral,,6,3.2084074134552554e-06
140989,ORG,White House Office Of Science & Technology Policy,,6,3.2084074134552554e-06
28312,ORG,Lsu Twitter,,6,3.2084074134552554e-06
140987,ORG,White House Office Of Science And Technology,,6,3.2084074134552554e-06
140872,ORG,Roseland Community Hospital,,6,3.2084074134552554e-06
140871,ORG,WLS,,6,3.2084074134552554e-06
28309,ORG,Nicholson,,6,3.2084074134552554e-06
28306,ORG,Advocate,,6,3.2084074134552554e-06
28305,ORG,Ballard,,6,3.2084074134552554e-06
27387,ORG,District Council,,6,3.2084074134552554e-06
27285,ORG,Kellogg Diner,,6,3.2084074134552554e-06
140865,ORG,Wls-Tv,,6,3.2084074134552554e-06
26613,ORG,Wtop,,6,3.2084074134552554e-06
30636,ORG,Heritage Action,,6,3.2084074134552554e-06
26675,ORG,Albany Medical Center Hospital,,6,3.2084074134552554e-06
140868,ORG,Chicago Rehab Facility,,6,3.2084074134552554e-06
33724,ORG,Johnson Janssen Covic-19,,6,3.2084074134552554e-06
33867,ORG,Eddie Johnson,,6,3.2084074134552554e-06
34097,ORG,Kristi Johnson,,6,3.2084074134552554e-06
34209,ORG,D-Northern Mariana,,6,3.2084074134552554e-06
38035,ORG,Ron Johnson Pens Letter,,6,3.2084074134552554e-06
44953,ORG,D-Ore.,,6,3.2084074134552554e-06
30572,ORG,Council Of School Supervisors & Administrators,,6,3.2084074134552554e-06
26608,ORG,Dc Firefighters Bodily Autonomy Affirmation Group,,6,3.2084074134552554e-06
26607,ORG,D.C. City Council,,6,3.2084074134552554e-06
26605,ORG,North Carolina Hospital System Novant Health To Fire,,6,3.2084074134552554e-06
46239,ORG,D-Fla.,,6,3.2084074134552554e-06
26603,ORG,Ems Department,,6,3.2084074134552554e-06
48676,ORG,D-Minn.,,6,3.2084074134552554e-06
140867,ORG,REV,,6,3.2084074134552554e-06
26468,ORG,Coyle,,6,3.2084074134552554e-06
30573,ORG,International Union Of Operating Engineers,,6,3.2084074134552554e-06
30566,ORG,West Brooklyn Community High School,,6,3.2084074134552554e-06
27160,ORG,UFT,,6,3.2084074134552554e-06
30214,ORG,Wfor-Tv,,6,3.2084074134552554e-06
27059,ORG,Enumclaw School District,,6,3.2084074134552554e-06
27056,ORG,District Superintendent Shaun Carey,,6,3.2084074134552554e-06
27053,ORG,Washington School Bans Pro-Police Flag,,6,3.2084074134552554e-06
27052,ORG,Enumclaw High School,,6,3.2084074134552554e-06
26961,ORG,China Virus,,6,3.2084074134552554e-06
26848,ORG,YAL,,6,3.2084074134552554e-06
26845,ORG,Ochsner,,6,3.2084074134552554e-06
30213,ORG,Bauman And Isabel,,6,3.2084074134552554e-06
30215,ORG,Isabel,,6,3.2084074134552554e-06
30518,ORG,Chevrolet,,6,3.2084074134552554e-06
30218,ORG,Home Depot,,6,3.2084074134552554e-06
30219,ORG,Fort Lauderdale Police Station,,6,3.2084074134552554e-06
30264,ORG,Eatonville School Board,,6,3.2084074134552554e-06
26843,ORG,Warner Thomas,,6,3.2084074134552554e-06
26680,ORG,Glens Falls Hospital,,6,3.2084074134552554e-06
26677,ORG,Waterford,,6,3.2084074134552554e-06
30513,ORG,Los Angeles County Department Of Public Health,,6,3.2084074134552554e-06
30517,ORG,Los Angeles County Sheriff Department,,6,3.2084074134552554e-06
135900,ORG,Catholic Church,,6,3.2084074134552554e-06
135902,ORG,Usccb,,6,3.2084074134552554e-06
135898,ORG,Vatican Congregation,,6,3.2084074134552554e-06
19583,ORG,Social-Emotional Learning,,6,3.2084074134552554e-06
132716,ORG,Lake County Sheriff Office,,6,3.2084074134552554e-06
132715,ORG,Merrillville Police Department,,6,3.2084074134552554e-06
132714,ORG,Schererville Police Department,,6,3.2084074134552554e-06
132651,ORG,Safer Return Together Health Order,,6,3.2084074134552554e-06
132650,ORG,Fisherman,,6,3.2084074134552554e-06
132647,ORG,Zuckerberg San Francisco General Hospital,,6,3.2084074134552554e-06
132644,ORG,Customers,,6,3.2084074134552554e-06
132641,ORG,Burger,,6,3.2084074134552554e-06
132640,ORG,Fisherman Wharf,,6,3.2084074134552554e-06
19905,ORG,Nyc Dad Fights Off,,6,3.2084074134552554e-06
132638,ORG,Danielle Rabkin,,6,3.2084074134552554e-06
19662,ORG,Packed,,6,3.2084074134552554e-06
19659,ORG,Mcalister,,6,3.2084074134552554e-06
19658,ORG,Demetrius Mcalister,,6,3.2084074134552554e-06
132140,ORG,House Judiciary Committee,,6,3.2084074134552554e-06
19594,ORG,Mcps,,6,3.2084074134552554e-06
132134,ORG,Immigration Customs And Enforcement (Ice,,6,3.2084074134552554e-06
132119,ORG,Judiciary Committee,,6,3.2084074134552554e-06
19591,ORG,Latinx,,6,3.2084074134552554e-06
133049,ORG,Accel Research Sites,,6,3.2084074134552554e-06
133050,ORG,Nona Pediatric Center,,6,3.2084074134552554e-06
133052,ORG,Nursing,,6,3.2084074134552554e-06
21444,ORG,Sandy Springs Police Department,,6,3.2084074134552554e-06
133359,ORG,White House Office Of Management And Budget,,6,3.2084074134552554e-06
21447,ORG,Caldwell,,6,3.2084074134552554e-06
68355,ORG,Harris Poll,,6,3.2084074134552554e-06
21446,ORG,Nyc Workers,,6,3.2084074134552554e-06
133358,ORG,Legion Of Merit,,6,3.2084074134552554e-06
133357,ORG,Soldier Medal,,6,3.2084074134552554e-06
133356,ORG,Bronze Star,,6,3.2084074134552554e-06
133354,ORG,City College,,6,3.2084074134552554e-06
21250,ORG,Fdny Union,,6,3.2084074134552554e-06
19984,ORG,Office Of Equal Opportunity,,6,3.2084074134552554e-06
21247,ORG,Fire Department Of New York,,6,3.2084074134552554e-06
21053,ORG,Nyc Department Of Sanitation,,6,3.2084074134552554e-06
141851,ORG,Parker,,6,3.2084074134552554e-06
133341,ORG,Walter Reed National Medical Center,,6,3.2084074134552554e-06
20000,ORG,Wuhan National Biosafety Lab,,6,3.2084074134552554e-06
19999,ORG,House Foreign Affairs Committee,,6,3.2084074134552554e-06
133114,ORG,Mack Trucks,,6,3.2084074134552554e-06
133102,ORG,Centers For Disease,,6,3.2084074134552554e-06
19587,ORG,Psychoeducational Lesson,,6,3.2084074134552554e-06
131868,ORG,Local Educational Agency,,6,3.2084074134552554e-06
133361,ORG,101St Airborne Division,,6,3.2084074134552554e-06
131867,ORG,State Educational Agency,,6,3.2084074134552554e-06
142146,ORG,Kirby Asked If,,6,3.2084074134552554e-06
18629,ORG,Erupts,,6,3.2084074134552554e-06
18627,ORG,K-8 School,,6,3.2084074134552554e-06
18576,ORG,Wcax,,6,3.2084074134552554e-06
18575,ORG,University Of Vermont,,6,3.2084074134552554e-06
130813,ORG,Owner-Operator Independent Drivers Association,,6,3.2084074134552554e-06
18571,ORG,Burlington High School,,6,3.2084074134552554e-06
10637,ORG,Emerson College Interim,,6,3.2084074134552554e-06
18284,ORG,Citizen Rights,,6,3.2084074134552554e-06
18280,ORG,Southern Marin Fire District,,6,3.2084074134552554e-06
130626,ORG,A House Intelligence Committee,,6,3.2084074134552554e-06
130625,ORG,National Security Agency,,6,3.2084074134552554e-06
18277,ORG,Citizens,,6,3.2084074134552554e-06
18140,ORG,New York City Police Department,,6,3.2084074134552554e-06
69995,ORG,National Rollercoaster Day,,6,3.2084074134552554e-06
130623,ORG,Capitol Visitor Center,,6,3.2084074134552554e-06
18134,ORG,Grace Mansion,,6,3.2084074134552554e-06
142418,ORG,"Wells,",,6,3.2084074134552554e-06
142561,ORG,Columbia Public Schools,,6,3.2084074134552554e-06
142143,ORG,Armed Forces,,6,3.2084074134552554e-06
10636,ORG,Stuart Cahill/Medianews Group/Boston Herald,,6,3.2084074134552554e-06
141910,ORG,United Nations Convention On The Law Of The Sea,,6,3.2084074134552554e-06
19089,ORG,Tennessee Hospital Association,,6,3.2084074134552554e-06
19153,ORG,Death Rate Among Lowest,,6,3.2084074134552554e-06
131861,ORG,Elementary And Secondary School Emergency Relief,,6,3.2084074134552554e-06
131860,ORG,Nlte,,6,3.2084074134552554e-06
19096,ORG,Times Free Press,,6,3.2084074134552554e-06
19091,ORG,House Public Health Committee,,6,3.2084074134552554e-06
131797,ORG,Milken Institute Global Conference,,6,3.2084074134552554e-06
19090,ORG,Chattanooga Times Free Press,,6,3.2084074134552554e-06
69372,ORG,Google Trends,,6,3.2084074134552554e-06
19086,ORG,Memphis Fire,,6,3.2084074134552554e-06
141856,ORG,Office Of The Attorney,,6,3.2084074134552554e-06
18989,ORG,Virginia Middle Schoolers,,6,3.2084074134552554e-06
18988,ORG,Huguenot High School,,6,3.2084074134552554e-06
18987,ORG,Richmond Times-Dispatch,,6,3.2084074134552554e-06
18986,ORG,RPS,,6,3.2084074134552554e-06
131376,ORG,Gallup,,6,3.2084074134552554e-06
131375,ORG,Start Of Term,,6,3.2084074134552554e-06
18985,ORG,Richmond School Board,,6,3.2084074134552554e-06
141852,ORG,Texas Supreme Court,,6,3.2084074134552554e-06
